Область,Тергромада,Програма-проєкт МТД,Тематика,Кількість
Харківська,Вовчанська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,6
Харківська,Золочівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Харківська,Кегичівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Харківська,Курилівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Харківська,Кіндрашівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Харківська,Малинівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Харківська,Первомайська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Харківська,Шевченківська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Степанівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Харківська,Куньєвська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Харківська,Кегичівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Харківська,Височанська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Одеська,Любашівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Харківська,Вільхуватська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Харківська,Шевченківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Чернівецька,Брусницька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Чернівецька,Веренчанська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Чернівецька,Кіцманська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Волинська,Луківська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Івано-Франківська,Єзупільська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Івано-Франківська,Івано-Франківська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Івано-Франківська,Ворохтянська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Івано-Франківська,Дубовецька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Івано-Франківська,Зеленська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Зимноводівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Івано-Франківська,Кутська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Івано-Франківська,Лисецька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Рівненська,Малолюбашанська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Івано-Франківська,Матеївецька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Моршинська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Івано-Франківська,Обертинська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Івано-Франківська,Олешанська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Івано-Франківська,Пасічнянська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Рівненська,Повчанська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Івано-Франківська,Підгайчиківська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Івано-Франківська,Рогатинська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Рудківська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Рівненська,Тараканівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Івано-Франківська,Угринівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Хирівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Ходорівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Івано-Франківська,Більшівцівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Івано-Франківська,Снятинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Одеська,Тарутинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Івано-Франківська,Верхнянська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Івано-Франківська,Яблунівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Волинська,Ратнівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Добротвірська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,10
Львівська,Новояворівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,9
Львівська,Великолюбінська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Львівська,Оброшинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Волинська,Копачівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Львівська,Хирівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Львівська,Червоноградська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,9
Чернівецька,Веренчанська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Черкаська,Бабанська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Рівненська,Володимирецька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Рівненська,Корнинська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Рівненська,Березівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Рівненська,Мізоцька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Черкаська,Баштечківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Черкаська,Мокрокалигірська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Черкаська,Монастирищенська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Рівненська,Рівненська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Чернігівська,Добрянська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,13
Чернігівська,Бахмацька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Чернігівська,Ріпкинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Чернігівська,Сухополов’янська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Київська,Згурівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Дніпропетровська,Губиниська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,7
Тернопільська,Вишнівецька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Рівненська,Каноницька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Донецька,Добропільська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Житомирська,Квітнева,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Чернігівська,Киїнська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Дніпропетровська,Глеюватська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Миколаївська,Арбузинська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Миколаївська,Баштанська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Миколаївська,Первомайська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Дніпропетровська,Славгородська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Андрієво-Іванівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Миколаївська,Березнегуватська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Запорізька,Водянська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Запорізька,Дніпрорудненська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Запорізька,Долинська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Запорізька,Енергодарська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Затишанська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Миколаївська,Коблівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Кодимська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Запорізька,Костянтинівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Криничненська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Запорізька,Малинівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Миколаївська,Мостівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Миколаївська,Прибузька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Старокозацька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Одеська,Суворовська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Дніпропетровська,Сурсько-Литовська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Миколаївська,Южноукраїнська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Дніпропетровська,Зайцівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Запорізька,Преображенська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Запорізька,Костянтинівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Запорізька,Семенівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Житомирська,Брониківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Житомирська,Старосілецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Одеська,Визирська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,7
Дніпропетровська,Марганецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Дніпропетровська,Дніпровська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Черкаська,Баштечківська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Полтавська,Глобинська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Полтавська,Гоголівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Полтавська,Котелевська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Полтавська,Лубенська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Полтавська,Михайлівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Черкаська,Монастирищенська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Луганська,Новопсковська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,5
Полтавська,Хорольська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Черкаська,Чигиринська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Полтавська,Чорнухинська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Дніпропетровська,Грушівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Дніпропетровська,Нивотрудівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Івано-Франківська,Косівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Івано-Франківська,Поляницька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Дніпропетровська,Новомосковська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Черкаська,Балаклеївська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Черкаська,Вознесенська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Черкаська,Звенигородська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Черкаська,Зорівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Черкаська,Лисянська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Черкаська,Чорнобаївська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Черкаська,Шполянська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Черкаська,Шрамківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Черкаська,Тернівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Закарпатська,Пийтерфолвівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Луганська,Сєвєродонецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Закарпатська,Буштинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Закарпатська,Великоберезька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,11
Закарпатська,Вилоцька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Закарпатська,Жденіївська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Закарпатська,Тересвянська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Закарпатська,Углянська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Закарпатська,Верхньокоропецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Закарпатська,Воловецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Закарпатська,Батівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Закарпатська,Великодобронська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Закарпатська,Колочавська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Львівська,Комарнівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Закарпатська,Нересницька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Закарпатська,Тячівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Черкаська,Корсунь-Шевченківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Черкаська,Новодмитрівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Закарпатська,Рахівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,9
Черкаська,Маньківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Одеська,Дальницька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Одеська,Мологівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Одеська,Андрієво-Іванівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Херсонська,Долматівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Кіровоградська,Голованівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Кіровоградська,Онуфріївська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,6
Кіровоградська,Петрівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Кіровоградська,Світловодська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Харківська,Сахновщинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Кіровоградська,Новоархангельська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Кіровоградська,Олександрівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Черкаська,Бужанська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Полтавська,Білицька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Черкаська,Ватутінська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Черкаська,Великохутірська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Полтавська,Кам’янопотоківська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Полтавська,Кременчуцька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Черкаська,Леськівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Луганська,Лисичанська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Полтавська,Лютенська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Черкаська,Матусівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Полтавська,Омельницька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Полтавська,Петрівсько-Роменська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Черкаська,Стеблівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Луганська,Сєвєродонецька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Полтавська,Шишацька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Луганська,Шульгинська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Київська,Володарська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Київська,Гатненська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Хмельницька,Городоцька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Київська,Згурівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Київська,Калитянська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Хмельницька,Наркевицька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Хмельницька,Чорноострівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Хмельницька,Шепетівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,6
Чернівецька,Ставчанська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Київська,Броварська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Хмельницька,Вовковинецька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Хмельницька,Жванецька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Хмельницька,Китайгородська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Хмельницька,Михайлюцька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Хмельницька,Полонська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Київська,Пірнівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,4
Київська,Сквирська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Хмельницька,Смотрицька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Хмельницька,Старокостянтинівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Хмельницька,Староостропільська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Хмельницька,Старосинявська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Житомирська,Старосілецька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Київська,Чабанівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Хмельницька,Ямпільська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Херсонська,Великокопанівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Херсонська,Каховська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,5
Кіровоградська,Голованівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Кіровоградська,Добровеличківська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Кіровоградська,Долинська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Миколаївська,Мішково-Погорілівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Кіровоградська,Новопразька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Кіровоградська,Онуфріївська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
