Програма/проєкт,Період,"""Громада з нуля""","""Навчання з надання послуг і управління інфраструктурою на місцевому рівні""","""Навчання загального управлінського характеру""",Кількість учасників навчання (осіб),Цільові групи учасників навчання ,"Кількість тергромад, для яких було проведене навчання",Назва навчання
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,"Навчання з впровадження гендерного підходу в управління, гендерного аналізу та гендерно орієнтованого бюджетування",8,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;",1,Гендерний аналіз для потреб громади
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,"Навчання з впровадження гендерного підходу в управління, гендерного аналізу та гендерно орієнтованого бюджетування",2,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;",1,Моніторингова оцінка виконання плану дій з покращення стану гендерної рівності
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,"Навчання з впровадження гендерного підходу в управління, гендерного аналізу та гендерно орієнтованого бюджетування",1,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;",1,Моніторингова оцінка виконання плану дій з покращення стану гендерної рівності
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,"Навчання з впровадження гендерного підходу в управління, гендерного аналізу та гендерно орієнтованого бюджетування",15,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,Управління бюджетами і фінансами;,12,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,Управління бюджетами і фінансами;,12,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,Управління бюджетами і фінансами;,12,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,Управління бюджетами і фінансами;,12,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,Управління бюджетами і фінансами;,12,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,Управління бюджетами і фінансами;,12,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,Управління бюджетами і фінансами;,12,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,Управління бюджетами і фінансами;,12,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,Управління бюджетами і фінансами;,12,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,Управління бюджетами і фінансами;,12,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,Управління бюджетами і фінансами;,22,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,Управління бюджетами і фінансами;,22,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,Управління бюджетами і фінансами;,22,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,Управління бюджетами і фінансами;,22,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,Управління бюджетами і фінансами;,22,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,Управління бюджетами і фінансами;,22,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,Управління бюджетами і фінансами;,22,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,Управління бюджетами і фінансами;,22,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,Управління бюджетами і фінансами;,22,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,Ознайомлення громад з бюджетним симулятором
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,Управління бюджетами і фінансами;,22,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,"Розробка Планів удосконалення послуг в територіальних громадах, партнерах Програми DOBRE"
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,10,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Представники громадськості",1,"Розробка Планів удосконалення послуг в територіальних громадах, партнерах Програми DOBRE"
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,10,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Представники громадськості",1,"Розробка Планів удосконалення послуг в територіальних громадах, партнерах Програми DOBRE"
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,10,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Представники громадськості",1,"Розробка Планів удосконалення послуг в територіальних громадах, партнерах Програми DOBRE"
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,10,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Представники громадськості",1,"Розробка Планів удосконалення послуг в територіальних громадах, партнерах Програми DOBRE"
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,10,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Представники громадськості",1,"Розробка Планів удосконалення послуг в територіальних громадах, партнерах Програми DOBRE"
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,10,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Представники громадськості",1,"Розробка Планів удосконалення послуг в територіальних громадах, партнерах Програми DOBRE"
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,10,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Представники громадськості",1,"Розробка Планів удосконалення послуг в територіальних громадах, партнерах Програми DOBRE"
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,10,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Представники громадськості",1,"Розробка Планів удосконалення послуг в територіальних громадах, партнерах Програми DOBRE"
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,10,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Представники громадськості",1,"Розробка Планів удосконалення послуг в територіальних громадах, партнерах Програми DOBRE"
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,10,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Представники громадськості",1,"Вступний семінар програми ""Молодіжний працівник в ОТГ"" для Веселівської ОТГ Запорізької області"
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,11,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості
Медіа",1,Академія гендерно орієнтованого управління Модуль 3.2
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,29,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;",1,Академія гендерно орієнтованого управління Модуль 3.2
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,29,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;",1,Академія гендерно орієнтованого управління Модуль 3.2
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,29,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;",1,Академія гендерно орієнтованого управління Модуль 3.2
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,29,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;",1,Академія гендерно орієнтованого управління Модуль 3.2
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,29,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;",1,Академія гендерно орієнтованого управління Модуль 3.2
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,29,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;",1,Академія гендерно орієнтованого управління Модуль 3.2
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,29,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;",1,Академія гендерно орієнтованого управління Модуль 3.2
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,29,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;",1,Академія гендерно орієнтованого управління Модуль 3.2
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,29,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;",1,Академія гендерно орієнтованого управління Модуль 3.2
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,29,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;",1,Академія гендерно орієнтованого управління Модуль 3.2
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,29,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;",1,Академія гендерно орієнтованого управління Модуль 3.2
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,29,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;",1,Академія гендерно орієнтованого управління Модуль 3.2
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,29,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;",1,Академія гендерно орієнтованого управління Модуль 3.2
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,29,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;",1,Академія гендерно орієнтованого управління Модуль 3.2
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,29,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;",1,Академія гендерно орієнтованого управління Модуль 3.2
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,29,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,21,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,15,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,44,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,17,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,22,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,45,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,8,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,Практика взаємодії громади зі  засобами масової комунікації для представників Апостолівської громади
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,16,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,15,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,12,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,24,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,22,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,6,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,8,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,18,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,17,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,24,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,15,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,21,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,22,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,18,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,16,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,12,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,20,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,18,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,Стратегічне планування / SWOT аналіз
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,19,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості",1,семінар по роботі з системою DOSVIT
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,5,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,семінар по роботі з системою DOSVIT
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,5,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,семінар по роботі з системою DOSVIT
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,5,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,семінар по роботі з системою DOSVIT
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,5,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,семінар по роботі з системою DOSVIT
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,11,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,семінар по роботі з системою DOSVIT
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,11,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,семінар по роботі з системою DOSVIT
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,11,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,семінар по роботі з системою DOSVIT
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,11,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,семінар по роботі з системою DOSVIT
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,11,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,семінар по роботі з системою DOSVIT
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,11,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,семінар по роботі з системою DOSVIT
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,11,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,семінар по роботі з системою DOSVIT
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,8,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,семінар по роботі з системою DOSVIT
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,8,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,семінар по роботі з системою DOSVIT
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,8,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,семінар по роботі з системою DOSVIT
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,8,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,семінар по роботі з системою DOSVIT
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,8,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,семінар по роботі з системою DOSVIT
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,8,"Голови органів місцевого самоврядування та їх заступники;
Посадові особи місцевого самоврядування керівного рівня;
Посадові особи місцевого самоврядування;",1,"Базовий тренінг ""Молодіжний працівник в ОТГ"""
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,31,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості
Медіа",1,"Базовий тренінг ""Молодіжний працівник в ОТГ"""
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,31,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості
Медіа",1,"Базовий тренінг ""Молодіжний працівник в ОТГ"""
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,31,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості
Медіа",1,"Базовий тренінг ""Молодіжний працівник в ОТГ"""
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,31,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості
Медіа",1,"Базовий тренінг ""Молодіжний працівник в ОТГ"""
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,31,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості
Медіа",1,Стратегічна сесія з розробки комунікаційної стратегії Мирівської громади
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,18,Голови органів місцевого самоврядування та їх заступники;,1,Тренінг «Мистецтво публічного виступу та інтерв’ю» для Новоукраїнської громади
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,12,Голови органів місцевого самоврядування та їх заступники;,1,"Базовий тренінг програми ""Молодіжний працівник в ОТГ"""
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,25,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості
Медіа",1,"Базовий тренінг програми ""Молодіжний працівник в ОТГ"""
Програма «Децентралізація приносить кращі результати та ефективність» (DOBRE),1 квартал 2021,,,,25,"Посадові особи місцевого самоврядування;
Депутати місцевих рад;
Представники громадськості
Медіа",1,"Базовий тренінг програми ""Молодіжний працівник в ОТГ"""
